actual,test
6236765.0,3641029.9767164453
16699788.0,8561402.60978126
8894151.0,8067133.82132446
3055771.0,5964811.161999371
709896.0,3578800.219837299
2478837.0,1645900.4728675254
658846.0,6165400.823007575
12321120.0,2507490.5440539275
270144.0,1339742.6092617668
31165293.0,2136086.175004056
9018198.0,8491883.889243321
5789754.0,7395070.435349238
7125216.0,6354910.173701174
3999618.0,3902205.41343774
4364397.71,4095724.7042867546
113358.0,84370.00456999172
0.0,4213323.6904907925
22260.0,352926.19781894126
8598744.0,7544864.81685022
4222503.0,4515113.384855415
374178.0,837321.4472134007
9585324.0,11340750.367000185
14395668.0,11267596.807639498
3570862.0,3731327.6280378415
1834266.0,3481231.443665334
88612.0,52564.42287724328
174440.0,117621.22261750733
1783236.0,2149488.182925039
10473963.0,9533970.978015257
9898029.0,14396619.467196228
94741.0,454376.8621160184
8729154.0,8729154.0
8315729.0,7018828.278186467
2477622.0,1329535.8320738524
55373.0,96281.26386060084
12999420.0,6499710.0
15498.0,15946.468490371633
6169548.0,8840096.677790552
34705.0,64364.04624736479
2904135.0,4802469.897880369
69327.0,59033.0
6933483.0,6272350.608956073
145488.0,145488.0
36619794.0,36205855.39724343
61278.0,65462.17742552154
1852704.0,3485363.9645143286
7669410.0,9531032.834331807
5593295.0,6754167.383960111
4904130.0,5056351.445622035
6464934.0,7503342.930573843
7290150.0,10982535.752180986
6049932.0,6292919.599624787
1036933.0,1238931.7269062535
4326999.0,1116776.6332027894
4002002.0,2134688.446447371
4384086.0,4006081.393804197
2279634.0,2279634.0
1341845.0,1380598.9170043657
9784572.0,8360922.126163366
2770001.0,3275707.8865430136
3430232.0,2919407.202588088
4880285.0,5252643.752413954
5502462.0,8796682.546305366
101262.0,83121.93870728114
2657706.0,7143049.373426381
8987749.0,8263231.658434203
16587527.0,7041720.249885073
7277130.0,4867851.642210024
106218.0,105779.18060667011
1351056.0,4181411.659220259
509103.0,3398938.7682831273
9694562.0,10425610.494131356
5811708.0,5724563.381979393
2022006.0,4936848.0
3746576.0,2419650.2648401908
1921118.0,1921118.0
1115730.0,2210761.684389894
23021413.0,23585651.429024562
13583736.0,6718814.083561616
3292985.0,3485571.9261716465
3827728.0,3570827.8188893944
942137.0,1002978.4238861073
4589179.0,4650003.938196502
2352633.0,2348933.210583857
241500.0,248195.34147687993
22097479.0,16021538.592753872
2208422.0,5107938.498358869
1684032.0,2448399.1604988873
13452618.0,4809491.332212672
25872661.0,17324128.94796057
2947359.0,997479.0
7435480.0,6665346.476374649
1702554.0,3002811.3616638253
3655516.0,1710037.442848914
7201870.0,5471963.133309528
9130086.0,9094889.18577331
21206922.0,11562455.662514167
149643.0,8564614.18652292
4785551.0,3338279.6262122965
468248.0,10479799.29251778
7308.0,17729.815143951713
938687.0,4110399.056912286
79437.0,83389.52403661884
76272.0,23243.641104512084
1077090.0,2027643.6509408378
4921056.0,3603078.833298812
262723.0,5163648.977105146
16787484.0,16308562.987067673
22512.0,843102.2682622091
202889.030775913,183915.11321663504
45859.0,67915.03554008348
1816487.0,2381732.6965035717
1361224.0,1620964.8896080577
41580.0,62708.54471645627
4121502.0,4348445.131920021
1309421.0,10515916.93271203
20990909.0,21288664.45821926
2626470.0,2268540.1693520867
3037890.0,4811916.759926973
25432518.0,12728115.570862219
115273.0,1292159.7442019153
379147.0,293136.3544671119
45528.0,3653857.504040439
3741006.0,5128862.5694842
5455766.0,4426011.322617026
6925442.0,6557923.041726033
7455672.0,4819430.397289786
6381900.0,5755807.299566666
3797672.0,4102210.651511525
53592.0,2681501.3269692473
19194.0,26866.680183224216
3121927.0,3037949.886206056
10748808.0,8080879.200337686
631638.0,1831799.6007585605
63222.0,63222.0
1120951.0,9385982.647802275
4074294.0,3279292.1177572217
3117177.0,4285825.058603158
1631574.0,3464650.0392303537
5315478.0,4573644.566819084
16016910.0,16289532.0
1619594.0,1619594.0
17031126.0,17820152.703872778
936852.0,2365035.5623274352
389134.0,883468.7474274886
2114085.0,3217652.8051144592
8388116.0,7553398.469941779
30819.0,327632.8202901744
3649277.0,2343247.5
1812946.0,2246034.463058912
718578.0,12594450.027545534
18285624.0,17926241.764850833
7866222.0,7397292.0
4265184.0,6152791.6602466265
3868705.0,4048974.5238447306
113610.0,128108.32458553933
373359.0,450193.6076450152
9432822.0,7089745.476787965
7249956.0,4528191.945201098
82105.0,138361.52086751946
11386867.0,15243636.915922394
1912630.0,6107792.879205074
109607.0,1144928.3661249173
5590748.9,7843894.609822773
237105.0,376322.5133088113
4644002.0,4217463.396928055
3189137.0,4159691.257985848
11066.0,92884.33156011094
1000012.0,2618295.61085186
1361419.0,1364442.0211329472
1458799.0,1458799.0
6543348.0,10960320.0
6936353.0,11394567.844561342
1299685.8,7206254.74483671
2133768.0,5715195.169396678
126175.0,70313.36692580594
21583054.0,8527280.030356085
419916.0,2627784.100880612
9553111.0,11280847.115428733
3465452.0,2817922.177294417
8600255.0,7244966.636668518
8066688.0,6985162.347360287
14502824.0,11393362.33206501
39071.0,2052160.1490604065
1687019.0,976656.3455922436
6913956.0,7366280.386654832
6126708.0,6642411.631378774
4625115.0,4893825.854207689
5678533.0,6026914.352624089
65940.0,72314.07026869844
6680228.0,6543131.498319517
2804833.0,6854760.827805462
83267.0,686799.9537579857
6724632.0,9492752.37998128
5257938.0,5946916.288182161
5853652.4,5563585.793957689
8500.0,8976.816699120212
4284.0,438783.35360465135
1348074.0,3354869.1406892915
1621624.0,15508040.899167681
25742.0,881501.0152000836
13706195.0,5587526.324930147
3442379.0,8544637.863876391
1025976.0,1234010.4501524386
21032802.0,21979242.96712123
12336618.0,12684626.194865238
12042492.0,13411190.05470511
2497550.0,1767974.5379105418
7795704.0,2160734.8724662918
1096762.0,8332629.839972141
4002187.0,3317862.438192194
5222028.0,8727849.74301829
331338.0,1120222.2929819534
21592830.0,20468160.754457
374182.0,249717.22891153823
91224.0,132849.10671586584
1120404.0,6053935.047273689
9592380.0,7191898.365615295
70441.0,72530.93584781793
9099972.0,9597936.349424576
88620.0,85922.03595212361
4347378.0,4511400.722911724
16548.0,1441888.3470437229
4159344.0,3291430.5447475174
3705874.0,3384154.160596677
414904.0,1239740.0
9001566.0,7078919.2832601685
7389475.274,6275891.348075645
10248462.0,6774017.667009793
1594740.0,1804755.0231865544
23814.0,35800.61353207147
11133864.0,6233301.147708873
84634.0,163853.0878256175
3907470.0,9623998.601997398
3592573.0,3387621.0178327626
6041280.0,1813795.593101114
0.0,0.0
9228618.0,9106478.344700366
8202390.0,15291054.69381641
2558330.0,3024077.639220342
72454.0,6066735.578788828
12779538.0,11341131.259174308
49051.0,124026.07522228465
14698293.0,12818343.422944898
11567132.0,9218413.409968702
1428423.0,1622646.2274341108
233504.0,3254318.566280639
100842.0,102381.70843378112
9715727.0,10550227.147979641
493024.0,3358368.8971414333
12616338.0,11260074.013186133
17816358.0,8471633.600801766
2489634.0,4739799.220187374
7862284.0,7424939.073998555
72660.0,2288867.830364318
5373604.0,16116745.8476506
8092067.0,6322923.450603675
6522759.0,6687647.642863727
15427819.0,14938093.815924484
79736.0,91930.77799847025
17415930.0,14044681.63992799
4478617.0,3433428.8226103433
15124199.0,8649100.684131054
4839282.0,5268649.80224523
7220.0,9329.629462200404
16737084.0,8433757.826959958
7526736.0,8253125.203935708
5334.0,159865.48153575085
22606864.0,13107148.667703398
26578614.0,18761230.21620645
14415282.0,14076790.40451687
5880126.0,3967272.51984723
847123.0,3188403.7794006565
117054.0,3627487.473831206
2086185.0,3607066.540739129
9490638.0,9763468.115403723
5595384.0,7232086.315907522
5628367.0,2901391.5658004945
1359750.0,1378478.7157240657
7017843.0,8687588.180269253
4910362.0,4910362.0
6941254.0,4930960.013707583
1074883.0,1488637.47467884
535080.0,625747.0425959687
70056.0,85348.09204188711
6075930.0,7096154.983314377
7754922.0,5753784.075634661
1958124.0,2608069.5433001635
105012.0,2201151.627848648
2688084.0,2651377.5122114536
8614299.0,9403080.153486717
720135.0,1240290.3819236995
2247000.0,1131360.2487784093
1802766.0,1818022.9886135526
2029776.0,2972594.3355245492
4681446.0,5195535.055134506
2771076.0,2771076.0
2019143.0,2356548.1835100264
2870151.0,3027428.4660376236
3363521.0,3406685.7872929736
112602.0,2205170.9778442886
1204625.0,5312347.0270060785
245226.0,141016.9622458288
23617.0,4779610.346682945
71926.0,72839.19645929747
3164256.0,3200555.0264504855
6040986.0,2326456.7555543366
419519.0,4154565.1537547843
117138.0,248255.85519005236
1923852.0,2710353.269573069
137420.0,110359.00111577944
8808444.0,5812966.516203273
5907444.0,9918740.937630115
6943510.0,8177893.797418385
3465000.0,3575136.1800195696
2847993.0,2902277.6889291704
8890066.0,13113075.27621998
8106.0,16783.85739715982
88494.0,7725782.11797717
1335432.0,1231316.5216931612
42042.0,115798.69017949834
2071398.0,2405762.391229664
109914.0,96080.94319124165
1241969.0,8898236.944561863
208455.0,210066.64370894837
6784047.0,5788082.52154873
6488737.0,5779721.854860314
18622296.0,10611912.789885195
1458764.0,1592027.9699233996
308070.0,292768.0309925851
3558240.0,3271378.1977284425
4486146.0,2198697.3844740414
2275549.0,2156844.937155677
610050.0,512980.7248175849
10415034.0,8447498.471146451
13904.0,12305.0
7316187.0,8710688.833805291
1164175.0,11040309.550581975
852091.0,9713804.576985415
5371004.0,5010779.023130473
86047.0,89024.49515598094
3292847.0,3970290.3631687597
1312333.0,4394965.198457727
12180000.0,5868518.921886575
4941563.0,5014825.357884286
8851481.0,13115965.540900785
11939346.0,8181018.472000327
115659.0,337783.20675666706
2532768.0,4495021.08699596
2963415.0,3898216.1314488477
18538.0,7088225.431398778
262254.0,7423785.831049667
4443604.11270983,5127024.207614678
263707.0,1114935.7787953762
6125.0,6335.609364125925
8082572.0,14192662.836001525
819084.0,1578321.4558423834
26009403.0,17138931.312807534
274130.0,264923.359107148
292850.0,984665.4040564649
1386756.0,1097347.6667710785
2244749.0,2784518.7894297065
38335.0,30148.924970121425
1802724.0,3440354.6577567947
14586369.0,14586369.0
400060.0,4986227.732304682
1489698.0,1518064.3293460323
631958.0,25778037.502173
1522668.0,1119987.7837654022
2126022.0,1914325.0078661814
452663.0,62919.61995586906
5454559.0,3753576.7610810753
190504.0,174007.76614056583
167144.0,999500.4560160892
1773083.0,3250283.4227309288
3702888.0,3959118.734491153
30093013.0,24688808.187660355
13931946.0,11542068.882341933
2405498.0,2380919.0381549103
8968715.0,8050885.468244624
7154722.0,7157604.122452128
106176.0,5236196.654000351
383166.0,9978568.724892642
8067142.0,8143579.324563805
2459757.0,1650761.4687579959
12553086.0,12614910.0
272916.0,9177565.331966136
388081.0,403994.5007289222
92561.0,985877.3518807094
8863050.0,8054320.307573143
12754140.0,13366566.00765535
2531077.0,2283884.254732726
1804320.0,1797511.8210916545
430024.0,12420659.402310213
5177.0,9846.488695678858
8645154.0,6561397.298098873
2575973.0,1898272.377702156
7717542.0,4976565.771097312
11960936.0,10669982.751760453
22089942.0,2972508.4398785937
219562.0,1839854.5616227665
8583456.0,16285832.325305995
2489970.0,1908481.5670179487
10526194.0,1824797.0210614013
68922.0,77472.0842457816
2124906.0,507619.2079493398
1157805.0,612999.9190531353
74743.0,111830.46277144807
11023572.0,11141217.058270378
57014.0,610055.7292459777
15419586.0,10194931.983540073
16000.0,16000.0
2836596.0,2709889.4866315317
2456600.0,4035191.335635295
13128045.0,6748204.830155163
5358108.0,4997755.902365655
1475166.0,2033642.9208566353
94660.0,86471.41071592654
15088962.0,16265802.0
1681369.29278543,1929748.2144403544
8641.0,11197.0152195136
25454.0,28258.551357258573
90422.0,127588.02069029532
1643040.0,3872637.1534101944
56642.0,72472.85400691305
13668144.0,13724990.316331374
76062.0,80136.0
2748701.0,2519622.5711707273
4581381.0,4552059.287896115
13461042.0,17384844.509041954
9783811.0,8928302.700499516
1108170.0,1832686.532058494
6397608.0,5951602.985619997
16000.0,16000.000000000005
2351146.0,2152329.2687292616
10893318.0,7831493.251064589
17840760.0,9324406.477553444
8021160.0,8297270.479006834
104509.0,309856.9823118638
70824.0,147195.73055268772
3951738.0,3832043.0049691238
5364263.75,5653614.414939175
5851923.0,12620855.143663302
2838239.0,5580300.668740884
2198826.0,3452726.1919504413
61530.0,44378.09486234493
3663450.0,4013612.032304716
105767.0,9474421.868608538
2520.0,13692.0
10703097.0,7381503.080814001
2149937.0,2699653.7280288776
741090.0,19171243.816600025
90130.0,7254640.088852695
125443.0,5865120.870848451
579558.0,519676.776223886
2562168.0,2214627.805204122
114842.0,92256.97374680212
897372.0,2687511.491255436
5959729.0,5297168.739709362
6594094.0,5224704.422351677
1764042.0,1815960.2661601524
47280.0,35440.333333333336
468464.0,457614.15762201033
8838726.0,7738909.848904784
7909238.0,7814638.193499128
115794.0,91590.11181510267
3811962.0,6229197.308615932
178300.0,86316.45544289061
118902.0,64552.02836458679
9831066.0,8744098.911549563
4100108.0,6145549.0012555905
5517498.0,4967236.238828604
6545784.0,9344024.950890303
8601726.0,7372912.810403338
154560.0,53331.91747681618
2101227.0,2162638.365017724
2986322.0,5253489.756398431
3702238.0,4335046.924486285
12433650.0,9886257.956689667
40118.0,136149.89401430916
4217682.0,4777092.6391561115
6653419.0,6557798.022865183
145557.0,129875.88551961289
20811516.0,12700944.279312069
2265859.0,3408777.9385033017
13105852.408,8121226.216777111
10629.0,8064.0
19253.0,5831069.095232285
14845467.0,8893945.153313626
15189228.18,15842502.633585636
16916046.0,8637203.784765732
9298944.0,8054526.655883521
825930.0,1190015.2233461912
199231.0,224629.7701002828
76860.0,2628740.25603009
7799378.0,9474298.918924334
7678566.0,7773580.655341132
10176710.0,8658155.697232889
14489832.0,12256420.760802275
841813.0,1536221.1634013692
286272.0,1271714.3405331473
7286.0,18455.0
3379824.0,2774091.909622949
882294.0,8204713.5440560235
837292.0,1530493.8239904253
2168838.0,3672944.2042556275
2024904.0,2024904.0
921648.0,1340209.0457126684
9891378.0,9348982.685203565
25056.0,2170238.985686239
904286.0,1004421.4490674487
13308792.0,9065708.79142807
6182694.0,6619017.350506807
17625.0,4892.950866617837
6030262.0,9378001.339237295
90000.0,29618.97528582485
62076.0,193130.14705509355
11114803.0,5670375.91056075
123483.0,7022049.215294834
2765608.0,2826063.389598877
468584.0,5768825.481343974
7078207.0,6085609.880456007
26960.0,50203.40008194457
226002.0,155064.0
12315301.0,8262330.781582379
10093984.0,10168854.197640087
419533.0,1642771.5203464387
1609050.0,3659244.254367254
20076042.0,16422007.067864576
1224729.0,5469545.54751317
11806284.0,9740064.840669004
22260.0,1906130.0958098138
4483184.0,4739310.760504586
6061409.0,4333654.2588462345
5041437.0,12364489.793517277
693000.0,4941637.820580874
16287317.0,17068381.123800572
9994076.0,15945575.377853917
6879328.0,5095623.963753752
4055022.0,4426118.753536079
4130307.0,5195854.658762597
85917.0,601526.6261408938
306348.0,780347.3055720009
11686668.0,11862060.0
28385.0,1077514.43987387
21485394.0,20723388.75387187
6898942.0,8518100.103466168
9221730.0,8953482.908351213
2638901.0,17474246.124015428
5130258.0,4081755.0000617662
14851284.0,10928814.914159935
4094779.0,4112117.924745903
1738548.0,1966816.8563989871
1623510.0,1549677.320309927
3069814.0,3387721.2563456357
4395.0,26938.75736357582
11894946.0,6425225.346852508
4445386.0,661967.6615280362
4860842.0,4932886.106224265
5627664.0,7099887.187729691
4764015.69616861,5756122.9758258285
1495914.0,2274832.6638515233
3156204.0,3129021.4618895315
7755930.0,6737497.295269838
1756787.0,2621339.8728322783
19026.0,30294.040329224652
760497.0,1099414.631345164
1373877.0,2427036.779831468
5055498.0,5832945.268132339
4090.0,6862.554754116013
